Team_1,Team_2,Map1_Team1_Score,Map1_Team2_Score,Map2_Team1_Score,Map2_Team2_Score,Map3_Team1_Score,Map3_Team2_Score,winner
Genuine,Recursive,14,16,12,16,0,0,Recursive
Copenhagen Flames,ex-Epsilon,12,16,16,5,16,9,Copenhagen Flames
Cloud9,ex-Luminosity,9,16,16,13,16,10,Cloud9
Singularity,NRG,9,16,16,12,6,16,NRG
eUnited,Sharks,16,3,16,13,0,0,eUnited
Liquid,eUnited,11,16,16,3,16,13,Liquid
Sharks,INTZ,16,12,16,7,0,0,Sharks
pro100,NewBALLS,16,8,16,8,0,0,pro100
Japaleno,Heroic,6,16,16,12,16,10,Japaleno
ATK,Sharks,9,16,16,10,10,16,Sharks
forZe,Ambush,16,14,10,16,16,3,forZe
NewBALLS,Espada,22,18,13,16,16,6,NewBALLS
BIG,Gambit Youngsters,16,11,16,5,0,0,BIG
AVANGAR,Virtus.pro,13,16,16,11,16,6,AVANGAR
CR4ZY,GamerLegion,16,9,16,5,0,0,CR4ZY
Heretics,fnatic,14,16,9,16,0,0,fnatic
Gambit Youngsters,Illuminar,16,9,16,12,0,0,Gambit Youngsters
AVANGAR,BIG,11,16,0,1,0,0,BIG
Unique,pro100,16,4,2,16,9,16,pro100
SJ,Nordavind,16,14,4,16,16,8,SJ
Chiefs,Grayhound,7,16,11,16,0,0,Grayhound
5orgless,BTRG,9,16,1,16,0,0,BTRG
J Money Crew,Monstars,16,12,16,13,0,0,J Money Crew
New Identity,J Money Crew,8,16,16,6,16,9,New Identity
BLUEJAYS,Salamander,16,5,16,6,0,0,BLUEJAYS
J Money Crew,Monstars,14,16,19,17,16,13,J Money Crew
New Identity,heX,16,12,16,2,0,0,New Identity
balenciaga,Salamander,14,16,11,16,0,0,Salamander
Arena Bulls,Sangal,16,10,11,16,17,19,Sangal
NET-FLX,Yalla,12,16,10,16,0,0,Yalla
proWince,BLUEJAYS,3,16,10,16,0,0,BLUEJAYS
SeaLions,Yalla,14,16,10,16,0,0,Yalla
Japaleno,AGO,16,11,9,16,16,14,Japaleno
Bpro,FATE,16,6,8,16,16,14,Bpro
Fiery,Goodfellas,9,16,7,16,0,0,Goodfellas
Bulls,NET-FLX,20,22,14,16,0,0,NET-FLX
really weird,PC419,16,14,16,11,0,0,really weird
Genuine,PC419,9,16,10,16,0,0,PC419
TGS,heX,16,5,17,19,3,16,heX
J Money Crew,nTice,16,6,16,6,0,0,J Money Crew
Rebirth,New Identity,4,16,7,16,0,0,New Identity
Monstars,Thunder Logic,16,6,19,17,0,0,Monstars
New Identity,Kinesis,16,4,16,4,0,0,New Identity
J Money Crew,idc go next,16,8,16,6,0,0,J Money Crew
Triumph,TGS,16,11,6,16,12,16,TGS
Thunder Logic,ClearVision,13,16,16,11,16,6,Thunder Logic
Precision,Kinesis,14,16,13,16,0,0,Kinesis
nTice,No Namers,16,13,16,5,0,0,nTice
Mount Olympus,idc go next,16,19,5,16,0,0,idc go next
Big Rods,Rebirth,7,16,7,16,0,0,Rebirth
Monstars,Stomps Money Crew,16,4,16,7,0,0,Monstars
FURIA,CR4ZY,16,11,16,9,0,0,FURIA
Estanbul,Sangal,22,20,4,16,12,16,Sangal
eSuba,Inside,14,16,16,11,16,8,eSuba
forZe,AVANGAR,13,16,16,12,6,16,AVANGAR
ALTERNATE aTTaX,Unicorns of Love,16,9,16,13,0,0,ALTERNATE aTTaX
FATE,DZVER,19,17,16,8,0,0,FATE
CR4ZY,SJ,14,16,16,7,16,14,CR4ZY
Inside,Universe,5,16,19,15,16,13,Inside
LOG,Arena Bulls,11,16,14,16,0,0,Arena Bulls
Unicorns of Love,Playing Ducks,16,13,16,13,0,0,Unicorns of Love
BTRG,Beyond,16,13,9,16,16,11,BTRG
really weird,FURY,13,16,16,10,16,8,really weird
Goodfellas,CR@zYReB3L,16,2,16,10,0,0,Goodfellas
FURIA,Cloud9,16,12,16,10,0,0,FURIA
expert,Playing Ducks,3,16,19,17,11,16,Playing Ducks
eSuba,Dark Tigers,16,13,16,14,0,0,eSuba
KINGZZZ,mYinsanity,7,16,16,12,16,8,KINGZZZ
Bpro,Depreso,16,10,16,10,0,0,Bpro
Maple,Lucid Dream,10,16,16,8,11,16,Lucid Dream
Paranoid,Fiery,11,16,16,19,0,0,Fiery
Ignis,Absolute,8,16,14,16,0,0,Absolute
Sharks,Supremacy,16,8,16,7,0,0,Sharks
New Identity,OCG,16,4,14,16,16,14,New Identity
Rap Gang,Mythic,16,10,19,16,0,0,Rap Gang
Altima,Supremacy,10,16,9,16,0,0,Supremacy
New Identity,Big Frames,16,11,16,6,0,0,New Identity
OCG,RBG,16,13,12,16,16,1,OCG
Sharks,ryokas,16,5,16,1,0,0,Sharks
LiViD,Mythic,17,19,11,16,0,0,Mythic
Divine,TeamOne,14,16,8,16,0,0,TeamOne
Rap Gang,The Quest,6,16,8,16,0,0,The Quest
Riot Squad,Bushido Boyz,16,4,16,5,0,0,Riot Squad
eXploit,GTZ Bulls,14,16,19,16,16,7,eXploit
Ambush,Espada,13,16,14,16,0,0,Espada
Divine,LiViD,16,9,16,19,16,13,Divine
Heroic,Spirit,14,16,16,5,16,9,Heroic
m1x,Windigo,13,16,16,8,16,10,m1x
Heroic,GamerLegion,16,14,20,22,8,16,GamerLegion
Unique,adwokacik,10,16,12,16,0,0,adwokacik
Beyond,DivisionX,9,16,16,8,16,5,Beyond
Movistar Riders,Se7en,11,16,6,16,0,0,Se7en
Maple,BTRG,6,16,9,16,0,0,BTRG
5POWER,Invictus,16,19,14,16,0,0,Invictus
The Quest,New Identity,19,15,16,4,0,0,The Quest
Big Frames,TeamOne,6,16,6,16,0,0,TeamOne
Bushido Boyz,OCG,19,16,16,7,0,0,Bushido Boyz
ATK,Riot Squad,16,9,16,8,0,0,ATK
Rap Gang,Sharks,5,16,3,16,0,0,Sharks
Santos,Malvinas,19,17,16,11,0,0,Santos
ATK,TeamOne,16,6,13,16,16,8,ATK
New Identity,Mythic,8,16,16,11,16,14,New Identity
LiViD,RBG,16,10,16,12,0,0,LiViD
Bushido Boyz,Rap Gang,11,16,7,16,0,0,Rap Gang
Sharks,Divine,16,3,16,8,0,0,Sharks
Riot Squad,The Quest,16,8,16,7,0,0,Riot Squad
eUnited,Envy,15,19,14,16,0,0,Envy
Japaleno,Heretics,16,19,8,16,0,0,Heretics
BLUEJAYS,Espada,6,16,16,10,14,16,Espada
Divine,Sharks,16,19,16,11,9,16,Sharks
m1x,Tricked,14,16,16,7,5,16,Tricked
Sprout,Windigo,13,16,10,16,0,0,Windigo
GamerLegion,Spirit,11,16,10,16,0,0,Spirit
Heroic,Se7en,16,3,16,10,0,0,Heroic
BIG,forZe,16,10,16,12,0,0,BIG
Swole Patrol,ATK,16,12,14,16,17,19,ATK
Baecon,GTZ Bulls,10,16,11,16,0,0,GTZ Bulls
Sprout,forZe,14,16,16,13,17,19,forZe
Ambush,Heretics,16,7,11,16,9,16,Heretics
m1x,Japaleno,16,8,9,16,16,14,m1x
Se7en,BLUEJAYS,16,11,9,16,16,9,Se7en
mousesports,CR4ZY,10,16,16,5,16,8,mousesports
Tricked,Heroic,16,14,16,10,0,0,Tricked
BIG,GamerLegion,16,9,16,8,0,0,BIG
Windigo,Espada,16,14,16,5,0,0,Windigo
Bpro,ex-Epsilon,5,16,10,16,0,0,ex-Epsilon
Aristocracy,SMASH,16,10,11,16,16,4,Aristocracy
Grayhound,AVANT,16,12,11,16,19,17,Grayhound
Invictus,AUGUST,16,14,19,15,0,0,Invictus
Genuine,Chiefs,16,8,8,16,16,12,Genuine
AVANT,Jade,16,9,16,5,0,0,AVANT
eUnited,Sharks,2,16,19,17,16,5,eUnited
Big Frames,Rap Gang,12,16,16,6,6,16,Rap Gang
LiViD,The Quest,14,16,9,16,0,0,The Quest
TeamOne,Party Astronauts,16,14,16,12,0,0,TeamOne
Monstars,ATK,5,16,11,16,0,0,ATK
Swole Patrol,Envy,16,14,2,16,14,16,Envy
New Identity,Divine,16,11,11,16,9,16,Divine
Sharks,Mythic,16,6,16,9,0,0,Sharks
Riot Squad,RBG,16,5,16,14,0,0,Riot Squad
ATK,OCG,16,9,16,2,0,0,ATK
Spirit,Japaleno,13,16,13,16,0,0,Japaleno
FATE,Tricked,9,16,16,11,8,16,Tricked
Sharks,ATK,19,16,16,10,0,0,Sharks
BIG,Espada,16,7,16,3,0,0,BIG
Heretics,Sprout,1,16,15,19,0,0,Sprout
forZe,Ambush,16,6,16,12,0,0,forZe
Envy,Divine,16,10,16,8,0,0,Envy
eUnited,Monstars,16,3,16,6,0,0,eUnited
GamerLegion,Se7en,16,10,16,13,0,0,GamerLegion
Heroic,Windigo,16,11,16,9,0,0,Heroic
Tricked,BLUEJAYS,16,7,16,3,0,0,Tricked
mousesports,GamerLegion,16,9,19,15,0,0,mousesports
Heroic,Spirit,10,16,16,13,16,5,Heroic
Heretics,PACT,8,16,13,16,0,0,PACT
CR4ZY,Unicorns of Love,16,14,16,8,0,0,CR4ZY
Tricked,GamerLegion,12,16,9,16,0,0,GamerLegion
mousesports,FATE,16,6,16,8,0,0,mousesports
AUGUST,2990,16,9,16,5,0,0,AUGUST
HAVU,Copenhagen Flames,13,16,14,16,0,0,Copenhagen Flames
Bizarre,catman,6,16,15,19,0,0,catman
Jade,ORDER,16,14,16,13,0,0,Jade
Grayhound,Genuine,16,12,14,16,12,16,Genuine
AVANT,Chiefs,16,12,7,16,14,16,Chiefs
ORDER,Genuine,16,8,6,16,10,16,Genuine
Grayhound,Jade,16,12,16,1,0,0,Grayhound
Chiefs,Bizarre,16,4,16,4,0,0,Chiefs
Isurus,paiN,14,16,4,16,0,0,paiN
PACT,adwokacik,16,10,16,14,0,0,PACT
SMASH,SJ,11,16,16,10,16,11,SMASH
Unique,Copenhagen Flames,14,16,2,16,0,0,Copenhagen Flames
HAVU,AGO,11,16,16,12,16,3,HAVU
Aristocracy,Se7en,16,19,16,1,16,4,Aristocracy
Falkol,RUFUS,11,16,16,12,8,16,RUFUS
One More Time,maquinas,20,22,16,7,16,5,One More Time
Malvinas,Sinisters,11,16,13,16,0,0,Sinisters
Gambit Youngsters,maquinas,11,16,16,14,13,16,maquinas
One More Time,Apeks,16,12,20,22,16,3,One More Time
AVANGAR,Astralis,6,16,5,16,0,0,Astralis
GamerLegion,Espada,22,18,22,18,0,0,GamerLegion
Tricked,Heretics,16,11,16,10,0,0,Tricked
dizLown,TheDice,1,0,10,16,9,16,TheDice
Fidem,Impunity,11,16,16,11,14,16,Impunity
BOOT,Bren,16,10,14,16,16,8,BOOT
Darkhorse,Easy 5,16,6,16,8,0,0,Darkhorse
2333,ahq,17,19,7,16,0,0,ahq
Exodus,LaZe,7,16,16,14,5,16,LaZe
ikarus,taloo,16,10,16,2,0,0,ikarus
ahq,GOGOMYTEAM,16,13,16,4,0,0,ahq
2333,EZRetake,16,9,19,16,0,0,2333
ikarus,MxM,0,1,16,8,16,2,ikarus
taloo,Optimistic,16,12,19,15,0,0,taloo
TheDice,Spawn,8,16,16,11,16,9,TheDice
Malvinas,Atrapa2,16,8,16,9,0,0,Malvinas
dizLown,XDDD,16,11,16,13,0,0,dizLown
Sinisters,Latingamers,16,8,16,5,0,0,Sinisters
GamerLegion,Movistar Riders,11,16,16,8,16,11,GamerLegion
Giants,Heretics,14,16,12,16,0,0,Heretics
FATE,Espada,7,16,16,11,7,16,Espada
Tricked,Budapest Five,16,7,9,16,16,6,Tricked
NRG,Astralis,10,16,9,16,0,0,Astralis
Altima,Hydra,16,2,16,1,0,0,Altima
Renegades,AVANGAR,19,22,6,16,0,0,AVANGAR
Bren,LaZe,12,16,19,16,16,8,Bren
Impunity,Blu,16,6,16,9,0,0,Impunity
Mistaken.Ares,Easy 5,6,16,8,16,0,0,Easy 5
Xiphos ZeGg,Phoenix Heroes,16,2,16,8,0,0,Xiphos ZeGg
Darkhorse,VG.Anthrax,16,12,16,3,0,0,Darkhorse
LiViD,OCG,14,16,8,16,0,0,OCG
Malvinas,Furious,16,9,16,2,0,0,Malvinas
Astralis,Liquid,16,8,16,13,0,0,Astralis
ForGlory,DO OR DIE,16,5,16,6,0,0,ForGlory
NRG,Natus Vincere,16,12,19,17,0,0,NRG
NBD,Immortals,7,16,16,12,16,13,NBD
Genuine,AVANT,16,14,12,16,13,16,AVANT
Immortals,DO OR DIE,12,16,10,16,0,0,DO OR DIE
ForGlory,NBD,16,2,16,12,0,0,ForGlory
Sinisters,Furious,16,14,13,16,11,16,Furious
Santos,Make It Happen,16,10,16,5,0,0,Santos
Vitality,AVANGAR,9,16,16,11,10,16,AVANGAR
ENCE,Renegades,5,16,12,16,0,0,Renegades
Paradox,Genuine,16,4,16,12,0,0,Paradox
Airborne,Shidiots,16,4,16,2,0,0,Airborne
Ground Zero,madlikewizards,1,0,0,0,0,0,Ground Zero
Santos,Alma,22,19,7,16,16,11,Santos
Malvinas,Agressive,11,16,16,8,16,11,Malvinas
Bpro,Nordavind,18,22,16,5,16,11,Bpro
Japaleno,ex-Epsilon,14,16,14,16,0,0,ex-Epsilon
Movistar Riders,Heretics,12,16,15,19,0,0,Heretics
Sinisters,gloryUS,13,16,16,9,16,13,Sinisters
TRZ,Make It Happen,10,16,13,16,0,0,Make It Happen
DETONA,Falkol,16,12,13,16,16,13,DETONA
paiN,Keyd,16,8,22,19,0,0,paiN
W7M,Bulldozer,3,16,16,13,16,3,W7M
Izako Boars,SJ,13,16,11,16,0,0,SJ
LDLC,SJ,13,16,12,16,0,0,SJ
Izako Boars,Copenhagen Flames,7,16,16,12,14,16,Copenhagen Flames
9z,Agressive,14,16,16,6,16,19,Agressive
Copenhagen Flames,SJ,8,16,16,14,16,14,Copenhagen Flames
Izako Boars,LDLC,8,16,16,12,16,11,Izako Boars
Natus Vincere,CR4ZY,11,16,16,12,16,4,Natus Vincere
Moops,eXtatus,10,16,16,12,16,9,Moops
Liquid,mousesports,19,17,22,20,0,0,Liquid
Warzone,Vcore Knights,8,16,16,11,13,16,Vcore Knights
Brute,eSuba,16,12,6,16,16,13,Brute
Renegades,G2,16,11,11,16,16,9,Renegades
The Foxes,A Point,16,11,14,16,13,16,A Point
Maple,Lucid Dream,16,10,16,7,0,0,Maple
Lucid Dream,5POWER,17,19,16,5,16,11,Lucid Dream
YeakSa,A Point,2,16,5,16,0,0,A Point
eSuba,eXtatus,3,16,19,16,9,16,eXtatus
Astralis,CR4ZY,16,11,29,31,16,5,Astralis
adwokacik,AVEZ,1,0,16,11,0,0,adwokacik
Liquid,North,16,12,16,6,0,0,Liquid
AVEZ,PACT,6,16,16,14,16,11,AVEZ
Legion,Gaming Hub,16,5,9,16,13,16,Gaming Hub
FaZe,Renegades,19,22,16,3,14,16,Renegades
Moops,Brute,9,16,16,9,16,13,Moops
Vitality,mousesports,16,5,16,10,0,0,Vitality
PACT,Capri Sun,4,16,16,7,16,13,PACT
Bren,Fallen5,16,14,16,3,0,0,Bren
G2,AVANGAR,16,9,11,16,9,16,AVANGAR
Revolution,Maple,3,16,5,16,0,0,Maple
MIBR,Natus Vincere,11,16,4,16,0,0,Natus Vincere
The Foxes,Bl1nK8,16,11,16,11,0,0,The Foxes
5POWER,Alpha Red,16,4,16,7,0,0,5POWER
Beyond,Maple,12,16,14,16,0,0,Maple
Paradise,Alpha Red,5,16,3,16,0,0,Alpha Red
Astralis,NRG,28,31,4,16,0,0,NRG
adwokacik,AVEZ,10,16,16,10,16,10,adwokacik
NIP,North,8,16,4,16,0,0,North
Renegades,DreamEaters,16,10,16,8,0,0,Renegades
ENCE,Vitality,16,10,16,7,0,0,ENCE
Maple,Legend,16,1,16,2,0,0,Maple
Lucid Dream,Astro,11,16,16,7,16,8,Lucid Dream
TRIDENT,Genuine,16,14,14,16,9,16,Genuine
Ground Zero,Paradox,13,16,17,19,0,0,Paradox
Isurus,RUFUS,16,12,16,10,0,0,Isurus
Vitality,Grayhound,16,5,14,16,16,10,Vitality
forZe,DreamEaters,10,16,12,16,0,0,DreamEaters
AVANGAR,Syman,16,10,10,16,16,5,AVANGAR
9z,Atrapa2,14,16,12,16,0,0,Atrapa2
Schadenfreude,Defusekids,12,16,16,14,16,13,Schadenfreude
Space Shuttle Peekers,Peeker's Advantage,4,16,7,16,0,0,Peeker's Advantage
Endpoint,London,16,2,17,19,19,17,Endpoint
Latingamers,Furious,16,9,4,16,16,6,Latingamers
OCG,iNTACT,16,6,16,7,0,0,OCG
Peeker's Advantage,Party Astronauts,14,16,16,14,16,9,Peeker's Advantage
Space Shuttle Peekers,imperial,4,16,16,9,16,12,Space Shuttle Peekers
DreamEaters,CR4ZY,16,12,11,16,11,16,CR4ZY
Defusekids,dizLown,10,16,16,8,13,16,dizLown
iNTACT,Prospects,16,13,16,11,0,0,iNTACT
OCG,LiViD,16,2,16,8,0,0,OCG
Vitality,HellRaisers,16,8,16,11,0,0,Vitality
Chaos,Illuminar,16,9,9,16,16,7,Chaos
CeX,London,10,16,4,16,0,0,London
PACT,m1x,4,16,19,16,11,16,m1x
Vexed,Endpoint,16,13,16,10,0,0,Vexed
NRG,AVANGAR,16,8,16,4,0,0,NRG
Complexity,Grayhound,11,16,4,16,0,0,Grayhound
Illuminar,Copenhagen Flames,4,16,16,11,16,12,Illuminar
Chaos,Gambit Youngsters,16,12,16,6,0,0,Chaos
One More Time,m1x,1,16,15,19,0,0,m1x
PACT,eL'quvet,16,5,16,3,0,0,PACT
G2,forZe,28,25,16,12,0,0,G2
FURIA,Syman,9,16,7,16,0,0,Syman
North,CR4ZY,8,16,28,26,19,15,North
Grayhound,INTZ,16,5,14,16,16,7,Grayhound
G2,mousesports,16,5,13,16,7,16,mousesports
Complexity,TYLOO,22,20,16,2,0,0,Complexity
BLUEJAYS,adwokacik,20,22,19,16,16,5,BLUEJAYS
Tricked,Illuminar,22,20,9,16,19,16,Tricked
Gambit Youngsters,Heretics,5,16,16,13,10,16,Heretics
Heretics,HAVU,10,16,22,20,10,16,HAVU
Shidiots,Corvidae,16,14,16,12,0,0,Shidiots
ViCi,Lucid Dream,18,22,16,8,16,13,ViCi
ALTERNATE aTTaX,Sprout,16,10,16,10,0,0,ALTERNATE aTTaX
Airborne,SYF,16,5,13,16,16,14,Airborne
Monstars,Rap Gang,14,16,16,13,11,16,Rap Gang
ATK,Tiny Meat Gang,16,8,16,11,0,0,ATK
Heretics,NOM,16,12,11,16,16,12,Heretics
adwokacik,Illuminar,10,16,16,13,16,12,adwokacik
Windigo Academy,BLUEJAYS,5,16,16,19,0,0,BLUEJAYS
Playing Ducks,Gambit Youngsters,6,16,4,16,0,0,Gambit Youngsters
Unique,HAVU,1,16,11,16,0,0,HAVU
Illuminar,HAVU,16,9,8,16,4,16,HAVU
Lucid Dream,5POWER,16,12,13,16,16,5,Lucid Dream
Bizarre,madlikewizards,14,16,16,14,14,16,madlikewizards
RUNnGUN,Tiny Meat Gang,19,15,15,19,17,19,Tiny Meat Gang
LiViD,Rap Gang,16,11,2,16,7,16,Rap Gang
ATK,Glizzy Gang,16,3,16,11,0,0,ATK
DreamEaters,HAVU,5,16,9,16,0,0,HAVU
Unique,Heretics,12,16,13,16,0,0,Heretics
Gambit Youngsters,Illuminar,10,16,19,15,18,22,Illuminar
Syman,HAVU,12,16,14,16,0,0,HAVU
BTRG,5POWER,10,16,5,16,0,0,5POWER
Lucid Dream,ViCi,16,12,10,16,5,16,ViCi
AVANT,madlikewizards,16,11,16,2,0,0,AVANT
ShotCallers,NASR,16,12,6,16,9,16,NASR
ALTERNATE aTTaX,HAVU,12,16,14,16,0,0,HAVU
Unique,Gambit Youngsters,16,11,19,17,0,0,Unique
Kansas City Pioneers,RUNnGUN,11,16,16,6,16,12,Kansas City Pioneers
Ascent,RBG,19,15,9,16,5,16,RBG
RUFUS,EOX,11,16,16,9,5,16,EOX
TRZ,Bull,16,11,10,16,16,10,TRZ
Binturong Boys,NASCAR Dads,16,11,16,7,0,0,Binturong Boys
Reagan�s Money Crew,No Namers,16,10,16,7,0,0,Reagan�s Money Crew
Rap Gang,New Identity,14,16,8,16,0,0,New Identity
NASCAR Dads,No Namers,16,10,16,6,0,0,NASCAR Dads
Binturong Boys,Reagan�s Money Crew,16,10,16,8,0,0,Binturong Boys
Singularity,ATK,16,9,17,19,11,16,ATK
DreamEaters,Heretics,13,16,13,16,0,0,Heretics
New Identity,LiViD,16,12,16,3,0,0,New Identity
Fear the Reaper,NASR,10,16,16,13,4,16,NASR
Rap Gang,RBG,7,16,16,11,16,6,Rap Gang
LiViD,Monstars,16,9,16,12,0,0,LiViD
Illuminar,Vexed,16,10,17,19,16,11,Illuminar
BIG,GoldenGitte,16,9,13,16,16,14,BIG
BestClub,SHIPACHI,12,16,16,10,16,2,BestClub
expert,Espada,13,16,8,16,0,0,Espada
Heretics,NIP,10,16,16,12,11,16,NIP
Apeks,GAMERZONE,16,10,14,16,16,14,Apeks
Portal Blue,ShotCallers,7,16,9,16,0,0,ShotCallers
SHIPACHI,PlotniuVodniu,7,16,16,14,16,14,SHIPACHI
pharsyde,Budapest Five,16,5,1,0,0,0,pharsyde
Espada,potatosquad,17,19,16,3,16,11,Espada
GoldenGitte,One More Time,16,9,7,16,16,13,GoldenGitte
Gambit Youngsters,HAVU,16,14,21,25,16,14,Gambit Youngsters
Dracarys,expert,20,22,13,16,0,0,expert
Fierce,BIG,4,16,6,16,0,0,BIG
Unique,Budapest Five,10,16,5,16,0,0,Budapest Five
Universe,pharsyde,10,16,12,16,0,0,pharsyde
NIP,Spirit,16,12,16,7,0,0,NIP
BestClub,Enchantcreeps,16,5,16,9,0,0,BestClub
Revolution,SHIFT,10,16,16,6,16,10,Revolution
EOX,TRZ,16,11,9,16,16,11,EOX
ATK,Envy,8,16,16,11,7,16,Envy
Singularity,INTZ,16,14,19,15,0,0,Singularity
INTZ,Envy,14,16,16,14,13,16,Envy
GAMERZONE,Lyngby Vikings,16,19,16,3,16,13,GAMERZONE
Singularity,ATK,12,16,16,7,5,16,ATK
Vexed,Heretics,6,16,7,16,0,0,Heretics
epikk,BIG Academy,16,9,12,16,8,16,BIG Academy
Unique,ALTERNATE aTTaX,16,12,16,6,0,0,Unique
Sprout,Heretics,16,6,16,10,0,0,Sprout
SJ,HAVU,25,22,16,3,0,0,SJ
BIG Academy,Fragbox,16,6,16,1,0,0,BIG Academy
DreamEaters,Illuminar,19,16,16,9,0,0,DreamEaters
Heretics,Spirit,13,16,16,11,16,5,Heretics
NIP,Sprout,20,22,6,16,0,0,Sprout
Prismatic,epikk,14,16,7,16,0,0,epikk
hREDS,KOVA,16,11,12,16,5,16,KOVA
Lazarus,INTZ,16,7,16,7,0,0,Lazarus
eL'quvet,Syman,12,16,9,16,0,0,Syman
ad hoc,Vexed,12,16,12,16,0,0,Vexed
HAVU,KOVA,16,6,16,6,0,0,HAVU
Izako Boars,Unique,9,16,16,5,16,19,Unique
SJ,hREDS,16,11,14,16,16,13,SJ
Windigo,NIP,16,14,7,16,16,7,Windigo
Heretics,adwokacik,16,12,16,12,0,0,Heretics
INTZ,Singularity,3,16,13,16,0,0,Singularity
Envy,Lazarus,7,16,12,16,0,0,Lazarus
Lazarus,Singularity,6,16,16,11,11,16,Singularity
Envy,INTZ,12,16,16,19,0,0,INTZ
Fierce,Ambush,16,11,21,25,3,16,Ambush
Unique,ALTERNATE aTTaX,16,12,4,16,7,16,ALTERNATE aTTaX
Se7en,paryvodnikov,16,13,16,13,0,0,Se7en
adwokacik,Winstrike,16,14,16,13,0,0,adwokacik
NIP,Heretics,14,16,16,6,12,16,Heretics
Turkey5,Windigo,13,16,16,12,14,16,Windigo
ALTERNATE aTTaX,Winstrike,21,25,16,13,16,5,ALTERNATE aTTaX
Windigo,Heretics,16,10,8,16,8,16,Heretics
BOOT,Lucid Dream,16,10,16,12,0,0,BOOT
NIP,Turkey5,16,2,16,2,0,0,NIP
BTRG,Lucid Dream,13,16,11,16,0,0,Lucid Dream
SYF,Bizarre,11,16,13,16,0,0,Bizarre
ATK,The Quest,7,16,19,16,18,22,The Quest
LiViD,Lazarus,4,16,7,16,0,0,Lazarus
Ambush,Aristocracy,16,6,14,16,19,16,Ambush
eSuba,paryvodnikov,12,16,15,19,0,0,paryvodnikov
ad hoc,LDLC,17,19,16,10,16,14,ad hoc
Fierce,Nordavind,16,6,16,9,0,0,Fierce
struggletony,Se7en,7,16,6,16,0,0,Se7en
Heretics,The Final Tribe,25,28,16,11,16,11,Heretics
BOOT,Beyond,14,16,16,12,16,11,BOOT
Bizarre,ex-MC,16,9,16,7,0,0,Bizarre
Izako Boars,Illuminar,11,16,7,16,0,0,Illuminar
SYF,MARKandLARRY,9,16,16,5,16,11,SYF
LiViD,Sadboyz,16,13,8,16,16,8,LiViD
Lazarus,Final Feature,16,13,16,10,0,0,Lazarus
The Quest,imperial,16,6,16,9,0,0,The Quest
Rap Gang,ATK,10,16,6,16,0,0,ATK
OFFSET,The Final Tribe,16,8,6,16,9,16,The Final Tribe
Youngsters,Heretics,6,16,8,16,0,0,Heretics
Vexed,DreamEaters,16,8,8,16,7,16,DreamEaters
madlikewizards,SYF,19,16,16,7,0,0,madlikewizards
Bizarre,AVANT,2,16,5,16,0,0,AVANT
adwokacik,Unique,8,16,16,8,8,16,Unique
ad hoc,Izako Boars,12,16,2,16,0,0,Izako Boars
LDLC,DreamEaters,13,16,16,9,13,16,DreamEaters
Singularity,Big Frames,16,14,16,7,0,0,Singularity
Winstrike,AVANGAR,14,16,8,16,0,0,AVANGAR
Big Frames,Bronchitis,16,4,16,12,0,0,Big Frames
AVANGAR,Nemiga,16,6,16,11,0,0,AVANGAR
Singularity,Just Swing,14,16,16,9,16,2,Singularity
Global,5orgless,16,9,12,16,16,13,Global
DUSTY,U-19,16,8,16,8,0,0,DUSTY
Spirit,Nemiga,9,16,19,17,7,16,Nemiga
forZe,Winstrike,16,13,16,14,0,0,forZe
buaksib,AVANGAR,4,16,6,16,0,0,AVANGAR
forZe,Nemiga,16,11,11,16,16,13,forZe
AVANGAR,Winstrike,14,16,11,16,0,0,Winstrike
ViCi,TYLOO,2,16,19,17,6,16,TYLOO
E-Vian,VTE,8,16,12,16,0,0,VTE
TYLOO,5POWER,16,12,16,10,0,0,TYLOO
5POWER,ViCi,8,16,8,16,0,0,ViCi
Riot Squad,Lazarus,9,16,16,12,16,11,Riot Squad
Lazarus,New Identity,16,8,16,13,0,0,Lazarus
nambla,Riot Squad,4,16,8,16,0,0,Riot Squad
Vega Squadron,Spirit,17,19,16,9,1,16,Spirit
New Identity,Kansas City Pioneers,13,16,19,17,16,10,New Identity
ATK,Riot Squad,15,19,14,16,0,0,Riot Squad
9z,Furious,11,16,12,16,0,0,Furious
Lazarus,Peeker's Advantage,16,4,16,11,0,0,Lazarus
raregods,Gambit Youngsters,6,16,0,1,0,0,Gambit Youngsters
Envy,nambla,12,16,6,16,0,0,nambla
Spirit,Winstrike,14,16,8,16,0,0,Winstrike
Gambit Youngsters,Espada,25,22,22,20,0,0,Gambit Youngsters
AVANGAR,Vega Squadron,16,4,16,12,0,0,AVANGAR
BL4ZE,5orgless,6,16,8,16,0,0,5orgless
pro100,raregods,12,16,13,16,0,0,raregods
forZe,buaksib,16,14,16,3,0,0,forZe
Gambit Youngsters,Nemiga,16,9,13,16,0,0,Nemiga
ZeGg,Global,5,16,12,16,0,0,Global
Syman,raregods,9,16,16,6,10,16,raregods
KAV0,pro100,13,16,6,16,0,0,pro100
Electron boy,VTE,0,16,7,16,0,0,VTE
8EASY,TYLOO,16,9,16,19,13,16,TYLOO
Gambit Youngsters,Se7en,16,6,16,6,0,0,Gambit Youngsters
Espada,eL'quvet,16,2,16,8,0,0,Espada
E-Vian,Christon ,16,3,16,3,0,0,E-Vian
